order_id,customer_id,date,nearest_warehouse,shopping_cart,order_price,delivery_charges,customer_lat,customer_long,coupon_discount,order_total,season,is_expedited_delivery,distance_to_nearest_warehouse,latest_customer_review,is_happy_customer
ORD353729,ID0580158995,2019-02-12,Thompson,"[('pearTV', 2), ('Thunder line', 2)]",16980,81.58,-37.8000075,144.9371309,0,17061.58,Summer,False,1.6589,five stars good price,True
ORD214948,ID0452381158,2019-11-20,Thompson,"[('iAssist Line', 2), ('Thunder line', 2), ('Lucent 330S', 1), ('Olivia x460', 2)]",12490,67.4,-37.8250103,144.94951709999995,5,11932.9,Spring,True,1.3901,"most certainly would come with a bad battery buy but be warned the battery would come dead or almost dead. asides that , it was a very clean phone to buy",False
ORD099836,ID2759826598,2019-01-18,Nickolson,"[('Universe Note', 2), ('iAssist Line', 1), ('Lucent 330S', 2), ('pearTV', 1)]",17895,96.85,-37.8104114,144.96159680000005,15,15307.6,Summer,True,1.1486,None,True
ORD468917,ID0127638288,2019-06-02,Thompson,"[('iAssist Line', 1), ('Thunder line', 2), ('Universe Note', 1)]",10035,74.52,-37.8095852,144.9467296,15,8604.27,Winter,True,0.345,"beautiful phone that feels great in your hand the p20 lite as it's name suggest is very light in weight, great display and the front facing camera is excellent especially in portrait mode.",True
ORD077630,ID0581718875,2019-03-12,Thompson,"[('Alcon 10', 1), ('Toshika 750', 2), ('pearTV', 1)]",18400,66.66,-37.8051413,144.9344689,25,13866.66,Autumn,False,1.3896,nice phone the phone came early but it was clearly used with all the scratches. i enjoy the phone though and it was easy to transfer over to.,True
ORD379170,ID0711783819,2019-06-29,Bakers,"[('Toshika 750', 2), ('Olivia x460', 2), ('Alcon 10', 1)]",20040,61.24,-37.8164251,144.94587109999995,5,19099.24,Winter,False,0.4307,quality phone for its price. i’ll definitely say the $180 are worth the money. best $180 i have spend. will definitely buy this device again. great screen quality. the camera is great but it can still improve. the battery life is good. what else can you ask for such low price?,True
ORD387333,ID1224854787,2019-07-24,Thompson,"[('Olivia x460', 1), ('Candle Inferno', 1), ('Thunder line', 1)]",3835,63.44,-37.8131872,144.9399364,0,3898.44,Winter,False,2.5363,amazing product. still learnimg all the things it can do,True
ORD179394,ID0579478640,2019-12-16,Thompson,"[('Olivia x460', 1), ('Thunder line', 2), ('Toshika 750', 2), ('Universe Note', 2)]",21125,97.09,-37.8198936,144.9526628,10,19109.59,Summer,True,0.9423,"i like olivia phones i bought this phone as an upgrade to an older olivia phone that had bricked. i'm very happy with every aspect of the new phone. the battery life is crazy good, and is a major reason i bought the phone.",True
ORD008142,ID0368380426,2019-04-23,Nickolson,"[('Candle Inferno', 1), ('pearTV', 2), ('Thunder line', 1), ('Alcon 10', 2)]",33130,84.57,-37.7992351,144.9718408,10,29901.57,Autumn,False,2.1645,five stars love this phone,True
ORD352729,ID0591430026,2019-01-31,Nickolson,"[('Toshika 750', 1), ('Candle Inferno', 1), ('Lucent 330S', 1)]",5980,54.01,-37.8183458,144.96413969999998,5,5735.01,Summer,True,0.4767,"one star bought it for daughter, but they won't activate these anymore",False
ORD491636,ID0113541129,2019-03-08,Nickolson,"[('iAssist Line', 1), ('Thunder line', 2), ('Universe Note', 2)]",13485,78.37,-37.8174021,144.96381269999995,5,12889.12,Autumn,True,0.5218,great! received product as advertised great! received product as advertised. works fine.,True
ORD249626,ID1283634748,2019-12-03,thompson,"[('Olivia x460', 1), ('Lucent 330S', 1), ('Thunder line', 1), ('Alcon 10', 2)]",22535,80.36,-37.80161629999999,144.9585272,10,20361.86,Summer,False,1.5907,five stars the best,True
ORD465615,ID0294627810,2019-11-16,Nickolson,"[('Thunder line', 1), ('Toshika 750', 2), ('Olivia x460', 1)]",12045,70.78,-37.8176644,144.9705281,5,11513.53,Spring,False,0.1346,good for a bargain i am an pear fan. this works for me without buying the newest edition.,True
ORD409339,ID0579405400,2019-01-24,Nickolson,"[('Thunder line', 2), ('iStream', 2)]",4660,93.48,-37.8206485,144.9589885,25,3588.48,Summer,True,0.9565,works great wife loves it,True
ORD413353,ID0594172774,2019-25-04,Nickolson,"[('Lucent 330S', 2), ('Thunder line', 1), ('Alcon 10', 1), ('iAssist Line', 2)]",18040,63.08,-37.8157562,144.9661149,15,15397.08,Autumn,False,0.4372,love my new phone thank you,True
ORD141158,ID1449431504,02-04-2019,Nickolson,"[('iStream', 1), ('Lucent 330S', 2)]",2610,77.57,-37.8152367,144.9747845,25,2035.07,Autumn,True,0.5929,that you're buying the best available. olivia is the all time best smart phone maker.,True
ORD186613,ID2189382624,2019-03-25,Nickolson,"[('pearTV', 1), ('iAssist Line', 2)]",10760,66.86,-37.8083294,144.9772997,5,10288.86,Autumn,True,1.3305,sexy red color love this phone,True
